Country,Region,BUA name,BUA size classification,Counts,Counts_1,Counts_2,Counts_3,Counts_4,Counts_5
England,South East,Gillingham (Medway),Large,108480,84735,84735,84735,84735,84735
England,North West,Oldham,Large,110720,103857,103857,103857,103857,103857
England,West Midlands,Rugby,Large,78120,71803,71800,71800,71800,71800
England,South East,Guildford,Large,77880,87305,87390,87390,87390,87390
England,East of England,Southend-on-Sea,Large,182305,117845,117840,117840,117840,117840
England,North West,Blackburn (Blackburn with Darwen),Large,124955,104837,94738,94738,94738,94738
England,South East,Maidstone,Large,109490,43980,43980,43980,43980,43980
England,Yorkshire and The Humber,Harrogate,Large,75515,57400,57800,57800,57800,57800
England,North West,Carlisle,Large,77730,71934,71934,71934,71934,71934
England,North West,Rochdale,Large,111255,98673,98000,98000,98000,98000
England,South West,Weston-super-Mare,Large,84605,28500,28500,28500,28500,28500
England,South East,Basingstoke,Large,117210,85746,85746,85746,85746,85746
England,North West,Preston (Preston),Large,94490,119742,119742,119742,119742,119742
England,South West,Bournemouth,Large,196455,173900,173900,173900,173900,173900
England,North East,Hartlepool,Large,87995,93482,93482,93482,93482,93482
England,West Midlands,Tamworth,Large,76090,7489,7489,7489,7489,7489
England,East of England,Hemel Hempstead,Large,95985,94890,94890,94890,94890,94890
England,West Midlands,Solihull,Large,107735,126834,119536,119536,119536,119536
England,South West,Poole,Large,141005,153400,153449,153449,153449,153449
England,Yorkshire and The Humber,Halifax,Large,88115,82071,82079,82079,82079,82079
England,East of England,Stevenage,Large,94470,87435,87643,87643,87643,87643
England,South East,Crawley (Crawley),Large,120550,113857,113800,113800,113800,113800
England,West Midlands,Coventry,Major,344285,347925,347918,347918,347918,347918
England,South East,Reading,Major,203795,158437,158437,158437,158437,158437
England,East of England,Norwich,Major,200770,213894,213894,213894,213894,213894
England,East Midlands,Northampton,Major,243520,213045,213045,213045,213045,213045
England,Yorkshire and The Humber,Leeds,Major,536280,491892,491892,491892,491892,491892
England,Yorkshire and The Humber,Kingston upon Hull,Major,270810,261500,261500,261500,261500,261500
England,East Midlands,Leicester,Major,406580,348050,348056,348056,348056,348056
England,North West,Manchester,Major,470405,551317,553084,553084,553084,553084
England,Yorkshire and The Humber,Sheffield,Major,500535,597374,597374,597374,597374,597374
England,East Midlands,Derby,Major,275575,248700,248700,248700,248700,248700
England,North East,Newcastle upon Tyne,Major,286445,300000,302000,302000,302000,302000
England,West Midlands,Birmingham,Major,1121375,1153469,1153469,1153469,1153469,1153469
England,West Midlands,Wolverhampton,Major,234025,267400,267400,267400,267400,267400
England,South East,Brighton and Hove,Major,277105,307800,307800,307800,307800,307800
England,South East,Southampton,Major,249620,253600,253600,253600,253600,253600
England,South West,Plymouth,Major,266955,265293,265209,265209,265209,265209
England,East of England,Luton,Major,233525,261300,261300,261300,261300,261300
England,East Midlands,Nottingham,Major,299790,318645,318745,318745,318745,318745
England,North West,Liverpool,Major,506565,496738,496738,496738,496738,496738
England,Yorkshire and The Humber,Bradford,Major,333950,527483,527483,527483,527483,527483
England,South East,Portsmouth,Major,223305,213400,213400,213400,213400,213400
England,West Midlands,Stoke-on-Trent,Major,260560,287000,287000,287000,287000,287000
England,South West,Bristol,Major,425215,475000,475000,475000,475000,475000
