Country,Region,BUA name,BUA size classification,Counts,Counts_1,Counts_2,Counts_3,Counts_4,Counts_5
England,South West,Weston-super-Mare,Large,84605,N/A,N/A,N/A,N/A,N/A
England,South East,Basingstoke,Large,117210,142031,142031,142031,142031,142031
England,North West,Preston (Preston),Large,94490,146395,146395,146395,146395,146395
England,South West,Bournemouth,Large,196455,1934127,1934127,1934127,1934127,1934127
England,North East,Hartlepool,Large,87995,90368,90394,90394,90394,90394
England,West Midlands,Tamworth,Large,76090,79406,79406,79406,79406,79406
England,East of England,Hemel Hempstead,Large,95985,986300,986300,986300,986300,986300
England,West Midlands,Solihull,Large,107735,209360,209360,209360,209360,209360
England,South West,Poole,Large,141005,156740,156700,156700,156700,156700
England,Yorkshire and The Humber,Halifax,Large,88115,N/A,N/A,N/A,N/A,N/A
England,East of England,Stevenage,Large,94470,931648,931648,931648,931648,931648
England,South East,Crawley (Crawley),Large,120550,106340,106340,106340,106340,106340
England,West Midlands,Coventry,Major,344285,329000,329000,329000,329000,329000
England,South East,Reading,Major,203795,236407,236407,236407,236407,236407
England,East of England,Norwich,Major,200770,1480290,148067,148067,148067,148067
England,East Midlands,Northampton,Major,243520,230400,230400,230400,230400,230400
England,Yorkshire and The Humber,Leeds,Major,536280,794629,792627,792627,792627,792627
England,Yorkshire and The Humber,Kingston upon Hull,Major,270810,293065,293065,293065,293065,293065
England,East Midlands,Leicester,Major,406580,3486312,3486312,3486312,3486312,3486312
England,North West,Manchester,Major,470405,553800,5538035,5538035,5538035,5538035
England,Yorkshire and The Humber,Sheffield,Major,500535,6314619,631461,631461,631461,631461
England,East Midlands,Derby,Major,275575,258379,258379,258379,258379,258379
England,North East,Newcastle upon Tyne,Major,286445,293400,293400,293400,293400,293400
England,West Midlands,Birmingham,Major,1121375,1141360,1141360,1141360,1141360,1141360
England,West Midlands,Wolverhampton,Major,234025,259000,259000,259000,259000,259000
England,South East,Brighton and Hove,Major,277105,294035,294035,294035,294035,294035
England,South East,Southampton,Major,249620,2573651,2538600,2538600,2538600,2538600
England,South West,Plymouth,Major,266955,262159,273600,273600,273600,273600
England,East of England,Luton,Major,233525,207860,207934,207934,207934,207934
England,East Midlands,Nottingham,Major,299790,330300,330300,330300,330300,330300
England,North West,Liverpool,Major,506565,504625,504625,504625,504625,504625
England,Yorkshire and The Humber,Bradford,Major,333950,537865,537865,537865,537865,537865
England,South East,Portsmouth,Major,223305,N/A,N/A,N/A,N/A,N/A
England,West Midlands,Stoke-on-Trent,Major,260560,250661,259000,259000,259000,259000
England,South West,Bristol,Major,425215,N/A,563400,563400,563400,563400
