Country,Region,BUA name,BUA size classification,Counts,Counts_1,Counts_2,Counts_3,Counts_4,Counts_5
England,East of England,Norwich,Major,200770,217400,218693,218693,218693,218693
England,East Midlands,Northampton,Major,243520,245980,245980,245980,245980,245980
England,Yorkshire and The Humber,Leeds,Major,536280,803465,803460,803460,803460,803460
England,Yorkshire and The Humber,Kingston upon Hull,Major,270810,236900,236900,236900,236900,236900
England,East Midlands,Leicester,Major,406580,387564,387564,387564,387564,387564
England,North West,Manchester,Major,470405,546347,546347,546347,546347,546347
England,Yorkshire and The Humber,Sheffield,Major,500535,1541042,1546943,1546943,1546943,1546943
England,East Midlands,Derby,Major,275575,236900,236985,236985,236985,236985
England,North East,Newcastle upon Tyne,Major,286445,306000,306000,306000,306000,306000
England,West Midlands,Birmingham,Major,1121375,1148070,1148070,1148070,1148070,1148070
England,West Midlands,Wolverhampton,Major,234025,260400,260400,260400,260400,260400
England,South East,Brighton and Hove,Major,277105,306097,306090,306090,306090,306090
England,South East,Southampton,Major,249620,256340,256340,256340,256340,256340
England,South West,Plymouth,Major,266955,439000,439685,439685,439685,439685
England,East of England,Luton,Major,233525,319600,319600,319600,319600,319600
England,East Midlands,Nottingham,Major,299790,305000,305000,305000,305000,305000
England,North West,Liverpool,Major,506565,478658,478658,478658,478658,478658
England,Yorkshire and The Humber,Bradford,Major,333950,546000,546000,546000,546000,546000
England,South East,Portsmouth,Major,223305,216498,216498,216498,216498,216498
England,West Midlands,Stoke-on-Trent,Major,260560,286900,286900,286900,286900,286900
England,South West,Bristol,Major,425215,459600,459600,459600,459600,459600
