Country,Region,BUA name,BUA size classification,Counts,Counts_1,Counts_2,Counts_3,Counts_4,Counts_5
England,East Midlands,Long Eaton,Medium,37820,29400,29400,29400,29400,29400
England,South West,Newquay,Medium,24545,32111,32111,32111,32111,32111
England,Yorkshire and The Humber,Barnsley,Medium,71405,321000,321000,321000,321000,321000
England,North East,Washington,Medium,51320,104000,104000,104000,104000,104000
England,North East,Billingham,Medium,33920,103000,103000,103000,103000,103000
England,South West,Trowbridge,Medium,43750,29400,29400,29400,29400,29400
England,North West,Dukinfield,Medium,21155,29400,29400,29400,29400,29400
England,West Midlands,Coseley,Medium,25205,19445,19445,19445,19445,19445
England,East Midlands,Kettering,Medium,63150,214000,214000,214000,214000,214000
England,West Midlands,Great Malvern,Medium,33185,17400,17400,17400,17400,17400
England,East Midlands,Spalding,Medium,30550,37411,37411,37411,37411,37411
England,South East,Burgess Hill,Medium,33355,29400,29400,29400,29400,29400
England,South West,Weymouth,Medium,55535,42600,42600,42600,42600,42600
England,South East,Shoreham-by-Sea,Medium,23660,27200,27200,27200,27200,27200
England,East Midlands,Wigston,Medium,34730,34400,34400,34400,34400,34400
England,East of England,Kempston,Medium,22785,27200,27200,27200,27200,27200
England,North East,Hebburn,Medium,21345,24311,24311,24311,24311,24311
England,West Midlands,Willenhall,Medium,49580,28100,28100,28100,28100,28100
England,East Midlands,Kirkby-in-Ashfield,Medium,21270,24311,24311,24311,24311,24311
England,East Midlands,Grantham,Medium,44905,N/A,N/A,N/A,N/A,N/A
England,South West,Barnstaple,Medium,31275,28700,28700,28700,28700,28700
England,South West,Quedgeley and Hardwicke,Medium,21125,27200,27200,27200,27200,27200
England,North West,Kendal,Medium,28940,28700,28700,28700,28700,28700
England,North East,Sunderland,Large,168315,579615,306000,306000,306000,306000
England,South East,Gillingham (Medway),Large,108480,123111,123111,123111,123111,123111
England,North West,Oldham,Large,110720,219000,219000,219000,219000,219000
England,West Midlands,Rugby,Large,78120,22900,22900,22900,22900,22900
England,South East,Guildford,Large,77880,147000,147000,147000,147000,147000
England,East of England,Southend-on-Sea,Large,182305,173000,173000,173000,173000,173000
England,North West,Blackburn (Blackburn with Darwen),Large,124955,N/A,N/A,N/A,N/A,N/A
England,South East,Maidstone,Large,109490,119000,31000,31000,31000,31000
England,Yorkshire and The Humber,Harrogate,Large,75515,N/A,N/A,N/A,N/A,N/A
England,North West,Carlisle,Large,77730,51111,51111,51111,51111,51111
England,North West,Rochdale,Large,111255,N/A,N/A,N/A,N/A,N/A
England,South West,Weston-super-Mare,Large,84605,57911,72300,72300,72300,72300
England,South East,Basingstoke,Large,117210,153000,153000,153000,153000,153000
England,North West,Preston (Preston),Large,94490,151000,151000,151000,151000,151000
England,South West,Bournemouth,Large,196455,214000,214000,214000,214000,214000
England,North East,Hartlepool,Large,87995,56900,56900,56900,56900,56900
England,West Midlands,Tamworth,Large,76090,209000,209000,209000,209000,209000
England,East of England,Hemel Hempstead,Large,95985,123456,123119,123119,123119,123119
England,West Midlands,Solihull,Large,107735,193119,193119,193119,193119,193119
England,South West,Poole,Large,141005,265000,265000,265000,265000,265000
England,Yorkshire and The Humber,Halifax,Large,88115,264000,264000,264000,264000,264000
England,East of England,Stevenage,Large,94470,123456,89,89,89,89
England,South East,Crawley (Crawley),Large,120550,143000,143000,143000,143000,143000
England,West Midlands,Coventry,Major,344285,347000,347000,347000,347000,347000
England,South East,Reading,Major,203795,115000,115000,115000,115000,115000
England,East of England,Norwich,Major,200770,261000,261000,261000,261000,261000
England,East Midlands,Northampton,Major,243520,255000,255000,255000,255000,255000
England,Yorkshire and The Humber,Leeds,Major,536280,798445,798445,798445,798445,798445
England,Yorkshire and The Humber,Kingston upon Hull,Major,270810,264000,264000,264000,264000,264000
England,East Midlands,Leicester,Major,406580,345000,345000,345000,345000,345000
England,North West,Manchester,Major,470405,547200,547200,547200,547200,547200
England,Yorkshire and The Humber,Sheffield,Major,500535,578615,578615,578615,578615,578615
England,East Midlands,Derby,Major,275575,N/A,233319,233319,233319,233319
England,North East,Newcastle upon Tyne,Major,286445,290000,290000,290000,290000,290000
England,West Midlands,Birmingham,Major,1121375,1089300,1089300,1089300,1089300,1089300
England,West Midlands,Wolverhampton,Major,234025,324000,324000,324000,324000,324000
England,South East,Brighton and Hove,Major,277105,294000,294000,294000,294000,294000
England,South East,Southampton,Major,249620,259000,259000,259000,259000,259000
England,South West,Plymouth,Major,266955,262000,262000,262000,262000,262000
England,East of England,Luton,Major,233525,229000,229000,229000,229000,229000
England,East Midlands,Nottingham,Major,299790,330000,330000,330000,330000,330000
England,North West,Liverpool,Major,506565,498259,498000,498000,498000,498000
England,Yorkshire and The Humber,Bradford,Major,333950,342000,342000,342000,342000,342000
England,South East,Portsmouth,Major,223305,214000,214000,214000,214000,214000
England,West Midlands,Stoke-on-Trent,Major,260560,255000,255000,255000,255000,255000
England,South West,Bristol,Major,425215,462200,462200,462200,462200,462200
